siteID,Name,aw_cai_mn,clumpy,nlsi,pafrac
84,Tnca,70.88235294117648,0.7864420062695923,0.19157894736842104,NA
85,Cape Cod Cooperative Extension Field Office,20.901639344262296,0.5610236782725428,0.33114035087719296,1.4881880222783122
86,Tuckahoe State Park,63.859649122807014,0.8852935301406548,0.09701492537313433,NA
55,Hemlock Bluffs,42.49999999999999,0.7345223130106852,0.1958174904942966,NA
105,Wellesley College,41.666666666666664,0.6744245010586347,0.23938223938223938,1.3454190909023946
104,The Children's Museum,0,0.5977037887485649,0.4,NA
103,TMS,27.82608695652174,0.7240127544763306,0.25961538461538464,NA
102,Bolton Flats WMA,41.463414634146346,0.7476463617896766,0.19074074074074074,NA
101,Mass Audubon's Boston Nature Center,25.396825396825395,0.6174840790670747,0.33624454148471616,1.3193230067008945
99,Currituck Banks Reserve,48.78048780487806,0.9175293863905963,0.10344827586206896,NA
98,South Shore Natural Science Center,33.24873096446701,0.5127348643006262,0.2874331550802139,1.4606596085071264
97,Museum of American Bird Art,62.395543175487475,0.8215394530008318,0.1161764705882353,NA
96,Mass Audubon's Broadmoor Wildlife Sanctuary,34.96503496503497,0.5698038956978667,0.24632352941176472,1.4449277027410794
93,Walker Nature Center,40.12875536480688,0.551303662948661,0.2562189054726368,1.4212782344242663
80,Duke School,55.87188612099644,0.658436573023905,0.20618556701030927,NA
81,Roxbury Park,31.884057971014496,0.6552351606759429,0.2857142857142857,NA
82,Mataniuck State Park,69.5945945945946,0.8781282727877898,0.08038976857490865,NA
83,Environmental Sciences Magnet School,0,0.49712643678160917,0.6,NA
87,Bio group 30-31,26.890756302521016,0.6957309932138674,0.2916666666666667,NA
88,Zoo Knoxville,19.565217391304348,0.6298788265306122,0.3475609756097561,NA
89,Ijams Nature Center,61.12224448897796,0.782808671336735,0.1400523560209424,NA
91,The New York Botanical Garden,59.55056179775282,0.7843550789223172,0.13353115727002968,1.2679604108212315
90,Pritchard Park (Chapel Hill Public Library),27.894736842105267,0.626380766731644,0.3125,1.387144998620848
78,NC Botanical Garden,48.29545454545455,0.6792172449600745,0.22072072072072071,1.3450503959730058
77,Prairie Ridge Ecostation,31.578947368421055,0.7883516598459788,0.23469387755102042,NA
40,Red Top Mountain State Park,67.71300448430492,0.6878193446239594,0.2390057361376673,NA
