ID,Name,area_mn,shape_mn,contig_mn,enn_mn,devo_total,forest_total
1001,Efland Farm,23.203972602739725,1.8010724144489765,0.41311931123715634,74.1447287177687,0.1274909276118928,0.5991277774240784
1002,Lockwood Park,1.6180147058823529,1.4850235910989842,0.3558189117835395,112.06606996469289,0.8382076822709481,0.07780924800305508
1003,Umstead State Park,40.038333333333334,1.581131943179549,0.40063821723410664,83.35685265101726,0.1636276849642005,0.7644868735083532
1004,Booker Creek,2.746941176470588,1.542015680853647,0.2963318489626952,75.65940182422787,0.7089884779425807,0.24772423451524606
1005,Duke Forest,18.492056074766353,1.8102646396564255,0.39415898678034805,66.43210721612813,0.22781545515330975,0.7000031840035661
1006,Eno River State Park,97.13159999999999,2.0866564982942037,0.4719643913935338,61.560675695694925,0.07202189618408071,0.8587250564908818
