siteID,area_mn,shape_mn,contig_mn,enn_mn,aw_cai_mn,clumpy,nlsi,pafrac
84,23.357472527472527,1.6361370970256408,0.41223081163034814,64.05840807681004,78.57052123470382,0.7089786236664819,0.1894112752236322,1.282973551396425
85,4.5110614525139665,1.5966951525028334,0.3414839394984322,75.05334635252953,52.57467677218011,0.7282391767137302,0.19792722766700463,1.4624040382338095
86,4.998058252427184,1.7720237542169617,0.3983928671575662,90.02581715157474,44.40559440559441,0.7260364136243254,0.22678951098511693,1.4492656444447445
55,3.00765690376569,1.5528743608520683,0.2855496125730504,84.60553558025984,42.31876799799675,0.6671119420025426,0.2526115859449193,1.4514135392438652
105,3.2247619047619045,1.6240353488577388,0.34520601269016815,97.62377230779524,46.82516243354991,0.7042827162590471,0.23723746169369908,1.4377653370268708
104,1.4597560975609756,1.5855791134324433,0.3723279192779418,230.31923279828263,16.99248120300752,0.6304599228762677,0.37245696400625977,1.4926051596953769
103,2.6169230769230767,1.7506563724330515,0.37407535121369706,90.86515223436255,30.952380952380953,0.6760814925250804,0.3092336853506634,1.4683702478567957
102,9.468270676691729,1.8213011700212924,0.406530391653953,74.61302274536253,61.56375071469411,0.7342661966656344,0.1530976321764515,1.4573602125285874
101,2.635384615384615,1.5786464576409862,0.3574366565278381,120.19856254292247,40.76182136602452,0.724963756186232,0.2560375670840787,1.4328792082581194
99,1.26,1.3095442924231746,0.33958860113246075,174.85058257049954,35.714285714285715,0.7373749195388846,0.2608695652173913,1.3597684657580429
98,5.234928909952607,1.7476232736270174,0.3764539120231025,72.1428421221411,48.95298622993563,0.6603868491688226,0.21308172997862193,1.431304307078858
97,2.1615976331360947,1.5649453084054246,0.3603337273408494,104.86998795960376,36.634639073663465,0.6801723948918128,0.283729662077597,1.4155194406745837
95,0.9657692307692308,1.503355377200392,0.27256215750119733,163.15136060977758,16.48745519713262,0.5763906714159316,0.4198473282442748,1.4865428562271892
96,4.967617021276595,1.674699815664767,0.38304511092890886,71.39137596294844,52.19335440598258,0.6672978242956048,0.19985222058022867,1.418888375043855
93,4.31,1.69016927091733,0.2972589561227043,74.65845954726747,41.307304584366754,0.5801477382166864,0.25643820134011464,1.5259076479502298
79,0.18,1.411764705882353,0.08333333333333333,NA,0,-1,1,NA
80,5.911578947368421,1.4981947928725283,0.325724278127788,78.47281601459346,63.10897435897436,0.7609290880761946,0.14856888745148772,1.3644697353871096
81,5.377199999999999,1.68669869885473,0.40979037533108287,84.9992345732652,51.03771479580451,0.728757629154359,0.19803766775685125,1.415346642745064
82,3.580884955752212,1.6148404330669353,0.4331096375718837,113.15732710433235,47.73131672597865,0.7513755466537531,0.2175680252907305,1.3810789599788933
83,1.908,1.4516735221417412,0.34841430953514674,136.95716566444037,37.526205450733755,0.739294628565712,0.2562296858071506,1.3954843032169624
87,3.045348837209302,1.4965725259659104,0.26354549684259904,81.96082042036923,49.72508591065292,0.6940010084281744,0.22595959011173508,1.4596023612171871
88,2.310340909090909,1.8067851323809867,0.36399985910866006,103.32859802867176,30.146082337317395,0.6492264882589078,0.3333333333333333,1.478109550406982
89,7.4786029411764705,1.650779044385712,0.3496038548322447,93.1059509774154,64.78187770993718,0.7859099397384351,0.14230202331502076,1.3716794676484565
91,2.666,1.569892224686131,0.3839148985885745,76.70123971523533,36.45911477869467,0.7301561182895713,0.2631172839506173,1.4238188475449651
90,1.959230769230769,1.4699246406368511,0.25707435089730984,81.26394277117119,37.455830388692576,0.6423460585592219,0.2910362778591183,1.485072830965759
78,4.215925925925926,1.5311597928992982,0.2704037633962417,78.4272022911382,56.70737064042871,0.7097750121783312,0.1894288754877616,1.4672020159716628
77,4.7840625,1.5404802787855256,0.39576838876969334,92.11216860754138,56.12874779541446,0.7818870230812414,0.17637432120806368,1.364733354854444
40,26.21655737704918,1.74018877418111,0.3909377806422,76.76989721018329,76.11570713039563,0.816592192302708,0.09974610083424013,1.3191424929205535
44,0.2475,1.1365546218487397,0.18055555555555555,831.4777521239984,0,0.4664798658430449,0.5333333333333333,NA
45,0.45,1.304616293963816,0.20393022389796583,177.8355794286577,6.4,0.4501697763153288,0.5512820512820513,1.4857013399193515
46,0.868235294117647,1.4543532667103365,0.2716393794720198,158.165857370616,16.158536585365855,0.5678409223899998,0.4281098546042003,1.4612433823615174
