siteID,Name,aw_cai_mn,clumpy,nlsi,pafrac
84,Tnca,72.78617710583154,0.649715930237715,0.24907846234860453,1.2587260673145575
85,Cape Cod Cooperative Extension Field Office,32.804232804232804,0.6026563894491427,0.2831818181818182,1.4907676491121018
86,Tuckahoe State Park,51.65644171779142,0.8067956176109926,0.16030534351145037,1.2896531270997003
55,Hemlock Bluffs,49.37679769894537,0.7407121250625066,0.19445818901533893,1.3961314734891341
105,Wellesley College,40.958268933539415,0.7109754264748601,0.24859211584875301,1.3560266651884296
104,The Children's Museum,0,0.5994254524561907,0.4,NA
103,TMS,39.61165048543689,0.7209874964576753,0.24796747967479674,1.4361687017653366
102,Bolton Flats WMA,65.17045454545456,0.7905704995566066,0.1192443919716647,1.3321690557178478
101,Mass Audubon's Boston Nature Center,33.70786516853933,0.6831518700357693,0.2952522255192878,1.3981300073721548
99,Currituck Banks Reserve,49.64028776978418,0.8618217821782178,0.13779527559055119,NA
98,South Shore Natural Science Center,48.897795591182366,0.6572956624798573,0.2088477366255144,1.4259695217437507
97,Museum of American Bird Art,43.5374149659864,0.7313558370346849,0.2176678445229682,1.4163069998742321
95,Mt. Auburn Cemetery,18.750000000000004,0.7814999925403195,0.2692307692307692,NA
96,Mass Audubon's Broadmoor Wildlife Sanctuary,39.89298454221166,0.562815500378152,0.23803718378543126,1.4432169333895284
93,Walker Nature Center,30.269523151347617,0.47487375446138336,0.31735889243876464,1.4965804935145623
80,Duke School,68.43286933093849,0.7405410611629717,0.15803452855245684,1.32535669770847
81,Roxbury Park,36.193619361936186,0.6568482544690963,0.2646556630620376,1.431398819645927
82,Mataniuck State Park,61.080657791699295,0.8091923137537222,0.12771958098307817,1.352166303584241
83,Environmental Sciences Magnet School,0,0.4860711001366724,0.5172413793103449,NA
87,Bio group 30-31,31.13964686998395,0.6515650667809444,0.30183946488294316,1.447714773092277
88,Zoo Knoxville,26.086956521739133,0.651271920293434,0.3291139240506329,1.424100033909076
89,Ijams Nature Center,59.24528301886793,0.8037893382098389,0.15092502434274585,1.3088048743593372
91,The New York Botanical Garden,48.611111111111114,0.7701261020759422,0.19293478260869565,1.3204120818544696
90,Pritchard Park (Chapel Hill Public Library),32.25806451612904,0.6288220806538921,0.3135011441647597,1.458531732267291
78,NC Botanical Garden,52.3937963587323,0.6501123772791023,0.21087257617728533,1.469677663022941
77,Prairie Ridge Ecostation,31.987577639751553,0.7249930154090821,0.2730263157894737,1.3243643814279078
40,Red Top Mountain State Park,75.19523986612124,0.7277100360998374,0.1998006975585451,NA
45,Central Park,0,NA,NA,NA
46,Fresh Pond Reservation,24.074074074074076,0.6905164380186156,0.2986577181208054,NA
47,Calvin College Ecosystem Preserve,45.01347708894879,0.777472775577871,0.20625889046941678,1.4380587230375963
49,Beus Pond,49.06832298136646,0.8278407014979904,0.17434210526315788,NA
50,Linda Loring Nature Foundation,41.3716814159292,0.7525594589802689,0.22996515679442509,1.366362036539837
51,Acadia NP - Sundew,51.76600441501103,0.7952783650458068,0.1684751570531125,NA
52,Acadia NP - Alder,66.90294438386043,0.7951804563796762,0.1134238310708899,NA
53,Crawford Park District,59.18570009930487,0.828412425271064,0.13333333333333333,1.3449821159075108
54,Kalamazoo Nature Center,59.31372549019607,0.7848357879542526,0.13633093525179857,1.4430122993650476
56,Stage Nature Center,48.692810457516345,0.808123467468113,0.17504332755632582,1.2232454239953896
57,Piedmont Wildlife Center,54.34027777777778,0.7709213686235689,0.16547406082289803,1.307048670343549
59,Jordan Lake SRA,66.66666666666667,0.7352774623362858,0.1622668074621612,1.2884758098814373
