1,datetime,tempC,site
2656,6/30/2022 4:00,19.758,ERSP
2657,6/30/2022 5:00,20.234,ERSP
2658,6/30/2022 6:00,20.519,ERSP
2659,6/30/2022 7:00,20.71,ERSP
2660,6/30/2022 8:00,21.473,ERSP
2661,6/30/2022 9:00,22.429,ERSP
2662,6/30/2022 10:00,24.545,ERSP
2663,6/30/2022 11:00,26.879,ERSP
2664,6/30/2022 12:00,28.456,ERSP
2665,6/30/2022 13:00,28.754,ERSP
2666,6/30/2022 14:00,28.456,ERSP
2667,6/30/2022 15:00,30.356,ERSP
2668,6/30/2022 16:00,29.652,ERSP
2669,6/30/2022 17:00,29.352,ERSP
2670,6/30/2022 18:00,28.159,ERSP
2671,6/30/2022 19:00,26.781,ERSP
2672,6/30/2022 20:00,25.416,ERSP
2673,6/30/2022 21:00,23.966,ERSP
2674,6/30/2022 22:00,23.004,ERSP
2675,6/30/2022 23:00,22.429,ERSP
2676,7/1/2022 0:00,22.142,ERSP
2677,7/1/2022 1:00,21.76,ERSP
2678,7/1/2022 2:00,21.187,ERSP
2679,7/1/2022 3:00,20.901,ERSP
2680,7/1/2022 4:00,20.519,ERSP
2681,7/1/2022 5:00,20.043,ERSP
2682,7/1/2022 6:00,19.853,ERSP
2683,7/1/2022 7:00,19.948,ERSP
2684,7/1/2022 8:00,21.187,ERSP
2685,7/1/2022 9:00,23.388,ERSP
2686,7/1/2022 10:00,26.195,ERSP
2687,7/1/2022 11:00,28.06,ERSP
2688,7/1/2022 12:00,27.567,ERSP
2689,7/1/2022 13:00,30.255,ERSP
2690,7/1/2022 14:00,30.457,ERSP
2691,7/1/2022 15:00,30.054,ERSP
2692,7/1/2022 16:00,31.983,ERSP
2693,7/1/2022 17:00,30.457,ERSP
2694,7/1/2022 18:00,27.862,ERSP
2695,7/1/2022 19:00,26.39,ERSP
2696,7/1/2022 20:00,25.416,ERSP
2697,7/1/2022 21:00,24.255,ERSP
2698,7/1/2022 22:00,23.004,ERSP
2699,7/1/2022 23:00,22.429,ERSP
2700,7/2/2022 0:00,22.142,ERSP
2701,7/2/2022 1:00,22.333,ERSP
2702,7/2/2022 2:00,22.621,ERSP
2703,7/2/2022 3:00,22.525,ERSP
2704,7/2/2022 4:00,22.238,ERSP
2705,7/2/2022 5:00,21.76,ERSP
2706,7/2/2022 6:00,22.046,ERSP
2707,7/2/2022 7:00,22.333,ERSP
2708,7/2/2022 8:00,22.908,ERSP
2709,7/2/2022 9:00,23.773,ERSP
2710,7/2/2022 10:00,25.61,ERSP
2711,7/2/2022 11:00,25.902,ERSP
2712,7/2/2022 12:00,28.258,ERSP
2713,7/2/2022 13:00,28.655,ERSP
2714,7/2/2022 14:00,31.064,ERSP
2715,7/2/2022 15:00,30.76,ERSP
2716,7/2/2022 16:00,31.574,ERSP
2717,7/2/2022 17:00,30.862,ERSP
2718,7/2/2022 18:00,29.452,ERSP
2719,7/2/2022 19:00,27.862,ERSP
2720,7/2/2022 20:00,26.488,ERSP
2721,7/2/2022 21:00,25.902,ERSP
2722,7/2/2022 22:00,25.222,ERSP
2723,7/2/2022 23:00,24.641,ERSP
2724,7/3/2022 0:00,24.062,ERSP
2725,7/3/2022 1:00,23.581,ERSP
2726,7/3/2022 2:00,23.1,ERSP
2727,7/3/2022 3:00,22.525,ERSP
2728,7/3/2022 4:00,22.142,ERSP
2729,7/3/2022 5:00,21.76,ERSP
2730,7/3/2022 6:00,21.569,ERSP
2731,7/3/2022 7:00,21.855,ERSP
2732,7/3/2022 8:00,23.004,ERSP
2733,7/3/2022 9:00,24.641,ERSP
2734,7/3/2022 10:00,25.805,ERSP
2735,7/3/2022 11:00,27.665,ERSP
2736,7/3/2022 12:00,30.154,ERSP
2737,7/3/2022 13:00,30.76,ERSP
2738,7/3/2022 14:00,32.188,ERSP
2739,7/3/2022 15:00,33.014,ERSP
2740,7/3/2022 16:00,32.6,ERSP
2741,7/3/2022 17:00,31.676,ERSP
2742,7/3/2022 18:00,30.963,ERSP
2743,7/3/2022 19:00,29.252,ERSP
2744,7/3/2022 20:00,27.468,ERSP
2745,7/3/2022 21:00,26.292,ERSP
2746,7/3/2022 22:00,24.738,ERSP
2747,7/3/2022 23:00,24.255,ERSP
2748,7/4/2022 0:00,24.545,ERSP
2749,7/4/2022 1:00,23.966,ERSP
2750,7/4/2022 2:00,23.292,ERSP
2751,7/4/2022 3:00,22.717,ERSP
2752,7/4/2022 4:00,21.855,ERSP
2753,7/4/2022 5:00,21.473,ERSP
2754,7/4/2022 6:00,21.091,ERSP
2755,7/4/2022 7:00,21.187,ERSP
2756,7/4/2022 8:00,22.525,ERSP
2757,7/4/2022 9:00,24.931,ERSP
2758,7/4/2022 10:00,26.683,ERSP
2759,7/4/2022 11:00,28.06,ERSP
2760,7/4/2022 12:00,29.853,ERSP
2761,7/4/2022 13:00,30.659,ERSP
2762,7/4/2022 14:00,31.676,ERSP
2763,7/4/2022 15:00,32.086,ERSP
2764,7/4/2022 16:00,31.88,ERSP
2765,7/4/2022 17:00,29.853,ERSP
2766,7/4/2022 18:00,30.054,ERSP
2767,7/4/2022 19:00,27.961,ERSP
2768,7/4/2022 20:00,26.488,ERSP
2769,7/4/2022 21:00,24.931,ERSP
2770,7/4/2022 22:00,24.448,ERSP
2771,7/4/2022 23:00,24.158,ERSP
2772,7/5/2022 0:00,23.388,ERSP
2773,7/5/2022 1:00,23.196,ERSP
2774,7/5/2022 2:00,23.196,ERSP
2775,7/5/2022 3:00,22.908,ERSP
2776,7/5/2022 4:00,23.1,ERSP
2777,7/5/2022 5:00,23.292,ERSP
2778,7/5/2022 6:00,23.388,ERSP
2779,7/5/2022 7:00,23.484,ERSP
2780,7/5/2022 8:00,24.255,ERSP
2781,7/5/2022 9:00,25.708,ERSP
2782,7/5/2022 10:00,26.683,ERSP
2783,7/5/2022 11:00,27.961,ERSP
2784,7/5/2022 12:00,29.452,ERSP
2785,7/5/2022 13:00,30.457,ERSP
2786,7/5/2022 14:00,30.76,ERSP
2787,7/5/2022 15:00,31.983,ERSP
2788,7/5/2022 16:00,32.291,ERSP
2789,7/5/2022 17:00,31.574,ERSP
2790,7/5/2022 18:00,29.352,ERSP
2791,7/5/2022 19:00,23.869,ERSP
2792,7/5/2022 20:00,23.484,ERSP
2793,7/5/2022 21:00,23.292,ERSP
2794,7/5/2022 22:00,23.196,ERSP
2795,7/5/2022 23:00,22.812,ERSP
2796,7/6/2022 0:00,22.525,ERSP
2797,7/6/2022 1:00,22.142,ERSP
2798,7/6/2022 2:00,22.046,ERSP
2799,7/6/2022 3:00,21.76,ERSP
2800,7/6/2022 4:00,21.378,ERSP
2801,7/6/2022 5:00,20.996,ERSP
2802,7/6/2022 6:00,20.71,ERSP
2803,7/6/2022 7:00,21.282,ERSP
2804,7/6/2022 8:00,22.046,ERSP
2805,7/6/2022 9:00,23.1,ERSP
2806,7/6/2022 10:00,24.931,ERSP
2807,7/6/2022 11:00,26.977,ERSP
2808,7/6/2022 12:00,30.154,ERSP
2809,7/6/2022 13:00,29.252,ERSP
2810,7/6/2022 14:00,32.497,ERSP
2811,7/6/2022 15:00,33.326,ERSP
2812,7/6/2022 16:00,31.983,ERSP
2813,7/6/2022 17:00,32.291,ERSP
2814,7/6/2022 18:00,29.953,ERSP
2815,7/6/2022 19:00,29.252,ERSP
2816,7/6/2022 20:00,28.853,ERSP
2817,7/6/2022 21:00,27.567,ERSP
2818,7/6/2022 22:00,26.097,ERSP
2819,7/6/2022 23:00,25.61,ERSP
2820,7/7/2022 0:00,24.351,ERSP
2821,7/7/2022 1:00,24.062,ERSP
2822,7/7/2022 2:00,23.773,ERSP
2823,7/7/2022 3:00,23.388,ERSP
2824,7/7/2022 4:00,23.388,ERSP
2825,7/7/2022 5:00,23.484,ERSP
2826,7/7/2022 6:00,23.484,ERSP
2827,7/7/2022 7:00,23.581,ERSP
2828,7/7/2022 8:00,24.351,ERSP
2829,7/7/2022 9:00,25.708,ERSP
2830,7/7/2022 10:00,27.075,ERSP
2831,7/7/2022 11:00,29.352,ERSP
2832,7/7/2022 12:00,31.268,ERSP
2833,7/7/2022 13:00,32.086,ERSP
2834,7/7/2022 14:00,32.188,ERSP
2835,7/7/2022 15:00,30.558,ERSP
2836,7/7/2022 16:00,31.676,ERSP
2837,7/7/2022 17:00,29.053,ERSP
2838,7/7/2022 18:00,26.39,ERSP
2839,7/7/2022 19:00,27.173,ERSP
2840,7/7/2022 20:00,26.977,ERSP
2841,7/7/2022 21:00,26,ERSP
2842,7/7/2022 22:00,25.416,ERSP
2843,7/7/2022 23:00,25.125,ERSP
2844,7/8/2022 0:00,25.028,ERSP
2845,7/8/2022 1:00,24.931,ERSP
2846,7/8/2022 2:00,24.931,ERSP
2847,7/8/2022 3:00,24.448,ERSP
2848,7/8/2022 4:00,24.351,ERSP
2849,7/8/2022 5:00,24.062,ERSP
2850,7/8/2022 6:00,24.158,ERSP
2851,7/8/2022 7:00,24.255,ERSP
2852,7/8/2022 8:00,24.351,ERSP
2853,7/8/2022 9:00,24.545,ERSP
2854,7/8/2022 10:00,24.738,ERSP
2855,7/8/2022 11:00,25.708,ERSP
2856,7/8/2022 12:00,25.61,ERSP
2857,7/8/2022 13:00,27.567,ERSP
2858,7/8/2022 14:00,28.456,ERSP
2859,7/8/2022 15:00,30.558,ERSP
2860,7/8/2022 16:00,30.76,ERSP
2861,7/8/2022 17:00,29.953,ERSP
2862,7/8/2022 18:00,28.06,ERSP
2863,7/8/2022 19:00,27.961,ERSP
2864,7/8/2022 20:00,26.39,ERSP
2865,7/8/2022 21:00,25.319,ERSP
2866,7/8/2022 22:00,24.738,ERSP
2867,7/8/2022 23:00,24.448,ERSP
2868,7/9/2022 0:00,23.773,ERSP
2869,7/9/2022 1:00,23.677,ERSP
2870,7/9/2022 2:00,23.581,ERSP
2871,7/9/2022 3:00,24.158,ERSP
2872,7/9/2022 4:00,24.062,ERSP
2873,7/9/2022 5:00,23.581,ERSP
2874,7/9/2022 6:00,23.004,ERSP
2875,7/9/2022 7:00,22.908,ERSP
2876,7/9/2022 8:00,23.966,ERSP
2877,7/9/2022 9:00,24.835,ERSP
2878,7/9/2022 10:00,26.39,ERSP
2879,7/9/2022 11:00,28.456,ERSP
2880,7/9/2022 12:00,30.356,ERSP
2881,7/9/2022 13:00,31.064,ERSP
2882,7/9/2022 14:00,32.291,ERSP
2883,7/9/2022 15:00,33.118,ERSP
2884,7/9/2022 16:00,31.574,ERSP
2885,7/9/2022 17:00,30.558,ERSP
2886,7/9/2022 18:00,26,ERSP
2887,7/9/2022 19:00,24.062,ERSP
2888,7/9/2022 20:00,24.158,ERSP
2889,7/9/2022 21:00,23.292,ERSP
2890,7/9/2022 22:00,22.812,ERSP
2891,7/9/2022 23:00,22.717,ERSP
2892,7/10/2022 0:00,22.429,ERSP
2893,7/10/2022 1:00,21.951,ERSP
2894,7/10/2022 2:00,21.473,ERSP
2895,7/10/2022 3:00,20.805,ERSP
2896,7/10/2022 4:00,20.424,ERSP
2897,7/10/2022 5:00,20.424,ERSP
2898,7/10/2022 6:00,20.424,ERSP
2899,7/10/2022 7:00,20.329,ERSP
2900,7/10/2022 8:00,20.329,ERSP
2901,7/10/2022 9:00,20.234,ERSP
2902,7/10/2022 10:00,20.138,ERSP
2903,7/10/2022 11:00,20.234,ERSP
2904,7/10/2022 12:00,20.234,ERSP
2905,7/10/2022 13:00,20.234,ERSP
2906,7/10/2022 14:00,20.424,ERSP
2907,7/10/2022 15:00,20.138,ERSP
2908,7/10/2022 16:00,19.758,ERSP
2909,7/10/2022 17:00,20.138,ERSP
2910,7/10/2022 18:00,20.043,ERSP
2911,7/10/2022 19:00,19.948,ERSP
2912,7/10/2022 20:00,19.472,ERSP
2913,7/10/2022 21:00,18.996,ERSP
2914,7/10/2022 22:00,18.901,ERSP
2915,7/10/2022 23:00,18.806,ERSP
2916,7/11/2022 0:00,18.711,ERSP
2917,7/11/2022 1:00,18.711,ERSP
2918,7/11/2022 2:00,18.331,ERSP
2919,7/11/2022 3:00,17.76,ERSP
2920,7/11/2022 4:00,17.284,ERSP
2921,7/11/2022 5:00,17.57,ERSP
2922,7/11/2022 6:00,17.379,ERSP
2923,7/11/2022 7:00,17.284,ERSP
2924,7/11/2022 8:00,18.045,ERSP
2925,7/11/2022 9:00,19.092,ERSP
2926,7/11/2022 10:00,20.519,ERSP
2927,7/11/2022 11:00,23.004,ERSP
2928,7/11/2022 12:00,23.484,ERSP
2929,7/11/2022 13:00,26.879,ERSP
3818,7/11/2022 14:00,23.677,ERSP
3819,5/1/2022 14:00,21.378,JMNP
3820,5/1/2022 15:00,21.378,JMNP
3821,5/1/2022 16:00,21.473,JMNP
3822,5/1/2022 17:00,21.569,JMNP
3823,5/1/2022 18:00,21.569,JMNP
3824,5/1/2022 19:00,21.664,JMNP
3825,5/1/2022 20:00,21.664,JMNP
3826,5/1/2022 21:00,21.664,JMNP
3827,5/1/2022 22:00,21.473,JMNP
3828,5/1/2022 23:00,21.378,JMNP
3829,5/2/2022 0:00,21.378,JMNP
3830,5/2/2022 1:00,21.378,JMNP
3831,5/2/2022 2:00,21.282,JMNP
3832,5/2/2022 3:00,21.282,JMNP
3833,5/2/2022 4:00,21.187,JMNP
3834,5/2/2022 5:00,21.187,JMNP
3835,5/2/2022 6:00,21.091,JMNP
3836,5/2/2022 7:00,21.091,JMNP
3837,5/2/2022 8:00,21.187,JMNP
3838,5/2/2022 9:00,20.996,JMNP
3839,5/2/2022 10:00,21.282,JMNP
3840,5/2/2022 11:00,21.951,JMNP
3841,5/2/2022 12:00,21.855,JMNP
3842,5/2/2022 13:00,30.76,JMNP
3843,5/2/2022 14:00,29.452,JMNP
3844,5/2/2022 15:00,26.683,JMNP
3845,5/2/2022 16:00,24.448,JMNP
3846,5/2/2022 17:00,27.764,JMNP
3847,5/2/2022 18:00,25.805,JMNP
3848,5/2/2022 19:00,24.931,JMNP
3849,5/2/2022 20:00,24.351,JMNP
3850,5/2/2022 21:00,24.062,JMNP
3851,5/2/2022 22:00,23.773,JMNP
3852,5/2/2022 23:00,23.292,JMNP
3853,5/3/2022 0:00,22.908,JMNP
3854,5/3/2022 1:00,22.812,JMNP
3855,5/3/2022 2:00,22.717,JMNP
3856,5/3/2022 3:00,22.717,JMNP
3857,5/3/2022 4:00,22.621,JMNP
3858,5/3/2022 5:00,22.525,JMNP
3859,5/3/2022 6:00,22.525,JMNP
3860,5/3/2022 7:00,22.429,JMNP
3861,5/3/2022 8:00,22.525,JMNP
3862,5/3/2022 9:00,22.717,JMNP
3863,5/3/2022 10:00,22.238,JMNP
3864,5/3/2022 11:00,24.641,JMNP
3865,5/3/2022 12:00,27.764,JMNP
3866,5/3/2022 13:00,28.754,JMNP
3867,5/3/2022 14:00,30.054,JMNP
3868,5/3/2022 15:00,29.152,JMNP
3869,5/3/2022 16:00,29.352,JMNP
3870,5/3/2022 17:00,28.159,JMNP
3871,5/3/2022 18:00,26.977,JMNP
3872,5/3/2022 19:00,25.805,JMNP
3873,5/3/2022 20:00,24.158,JMNP
3874,5/3/2022 21:00,22.429,JMNP
3875,5/3/2022 22:00,21.664,JMNP
3876,5/3/2022 23:00,21.76,JMNP
3877,5/4/2022 0:00,21.473,JMNP
3878,5/4/2022 1:00,20.615,JMNP
3879,5/4/2022 2:00,19.948,JMNP
3880,5/4/2022 3:00,19.472,JMNP
3881,5/4/2022 4:00,18.996,JMNP
3882,5/4/2022 5:00,18.711,JMNP
3883,5/4/2022 6:00,18.331,JMNP
3884,5/4/2022 7:00,18.14,JMNP
3885,5/4/2022 8:00,19.567,JMNP
3886,5/4/2022 9:00,20.996,JMNP
3887,5/4/2022 10:00,23.388,JMNP
3888,5/4/2022 11:00,25.61,JMNP
3889,5/4/2022 12:00,27.862,JMNP
3890,5/4/2022 13:00,29.152,JMNP
3891,5/4/2022 14:00,29.452,JMNP
3892,5/4/2022 15:00,28.853,JMNP
3893,5/4/2022 16:00,30.054,JMNP
3894,5/4/2022 17:00,28.555,JMNP
3895,5/4/2022 18:00,26,JMNP
3896,5/4/2022 19:00,25.222,JMNP
3897,5/4/2022 20:00,23.966,JMNP
3898,5/4/2022 21:00,22.333,JMNP
3899,5/4/2022 22:00,21.473,JMNP
3900,5/4/2022 23:00,20.71,JMNP
3901,5/5/2022 0:00,19.948,JMNP
3902,5/5/2022 1:00,19.092,JMNP
3903,5/5/2022 2:00,19.187,JMNP
3904,5/5/2022 3:00,18.806,JMNP
3905,5/5/2022 4:00,18.901,JMNP
3906,5/5/2022 5:00,19.662,JMNP
3907,5/5/2022 6:00,18.901,JMNP
3908,5/5/2022 7:00,18.236,JMNP
3909,5/5/2022 8:00,18.426,JMNP
3910,5/5/2022 9:00,19.377,JMNP
3911,5/5/2022 10:00,20.138,JMNP
3912,5/5/2022 11:00,21.473,JMNP
3913,5/5/2022 12:00,23.581,JMNP
3914,5/5/2022 13:00,23.581,JMNP
3915,5/5/2022 14:00,23.677,JMNP
3916,5/5/2022 15:00,23.581,JMNP
3917,5/5/2022 16:00,23.292,JMNP
3918,5/5/2022 17:00,22.142,JMNP
3919,5/5/2022 18:00,22.717,JMNP
3920,5/5/2022 19:00,21.282,JMNP
3921,5/5/2022 20:00,19.853,JMNP
3922,5/5/2022 21:00,18.331,JMNP
3923,5/5/2022 22:00,17.094,JMNP
3924,5/5/2022 23:00,16.903,JMNP
3925,5/6/2022 0:00,16.427,JMNP
3926,5/6/2022 1:00,16.237,JMNP
3927,5/6/2022 2:00,16.427,JMNP
3928,5/6/2022 3:00,16.808,JMNP
3929,5/6/2022 4:00,17.57,JMNP
3930,5/6/2022 5:00,17.379,JMNP
3931,5/6/2022 6:00,17.665,JMNP
3932,5/6/2022 7:00,17.855,JMNP
3933,5/6/2022 8:00,18.14,JMNP
3934,5/6/2022 9:00,18.426,JMNP
3935,5/6/2022 10:00,19.092,JMNP
3936,5/6/2022 11:00,19.377,JMNP
3937,5/6/2022 12:00,20.329,JMNP
3938,5/6/2022 13:00,22.142,JMNP
3939,5/6/2022 14:00,24.255,JMNP
3940,5/6/2022 15:00,24.351,JMNP
3941,5/6/2022 16:00,22.908,JMNP
3942,5/6/2022 17:00,21.855,JMNP
3943,5/6/2022 18:00,22.333,JMNP
3944,5/6/2022 19:00,21.855,JMNP
3945,5/6/2022 20:00,20.901,JMNP
3946,5/6/2022 21:00,18.711,JMNP
3947,5/6/2022 22:00,18.236,JMNP
3948,5/6/2022 23:00,17.76,JMNP
3949,5/7/2022 0:00,16.618,JMNP
3950,5/7/2022 1:00,15.76,JMNP
3951,5/7/2022 2:00,14.9,JMNP
3952,5/7/2022 3:00,14.325,JMNP
3953,5/7/2022 4:00,13.75,JMNP
3954,5/7/2022 5:00,13.269,JMNP
3955,5/7/2022 6:00,12.98,JMNP
3956,5/7/2022 7:00,13.173,JMNP
3957,5/7/2022 8:00,14.325,JMNP
3958,5/7/2022 9:00,16.237,JMNP
3959,5/7/2022 10:00,18.426,JMNP
3960,5/7/2022 11:00,19.377,JMNP
3961,5/7/2022 12:00,20.329,JMNP
3962,5/7/2022 13:00,20.615,JMNP
3963,5/7/2022 14:00,21.091,JMNP
3964,5/7/2022 15:00,19.472,JMNP
3965,5/7/2022 16:00,18.236,JMNP
3966,5/7/2022 17:00,17.189,JMNP
3967,5/7/2022 18:00,15.187,JMNP
3968,5/7/2022 19:00,13.558,JMNP
3969,5/7/2022 20:00,13.173,JMNP
3970,5/7/2022 21:00,12.401,JMNP
3971,5/7/2022 22:00,11.916,JMNP
3972,5/7/2022 23:00,11.625,JMNP
3973,5/8/2022 0:00,11.431,JMNP
3974,5/8/2022 1:00,11.139,JMNP
3975,5/8/2022 2:00,10.651,JMNP
3976,5/8/2022 3:00,9.768,JMNP
3977,5/8/2022 4:00,9.472,JMNP
3978,5/8/2022 5:00,9.275,JMNP
3979,5/8/2022 6:00,9.077,JMNP
3980,5/8/2022 7:00,8.879,JMNP
3981,5/8/2022 8:00,9.077,JMNP
3982,5/8/2022 9:00,9.571,JMNP
3983,5/8/2022 10:00,9.669,JMNP
3984,5/8/2022 11:00,9.866,JMNP
3985,5/8/2022 12:00,10.161,JMNP
3986,5/8/2022 13:00,9.866,JMNP
3987,5/8/2022 14:00,10.455,JMNP
3988,5/8/2022 15:00,10.846,JMNP
3989,5/8/2022 16:00,10.651,JMNP
3990,5/8/2022 17:00,10.651,JMNP
3991,5/8/2022 18:00,10.161,JMNP
3992,5/8/2022 19:00,9.866,JMNP
3993,5/8/2022 20:00,9.571,JMNP
3994,5/8/2022 21:00,9.275,JMNP
3995,5/8/2022 22:00,9.275,JMNP
3996,5/8/2022 23:00,9.275,JMNP
3997,5/9/2022 0:00,9.176,JMNP
3998,5/9/2022 1:00,7.983,JMNP
3999,5/9/2022 2:00,7.079,JMNP
4000,5/9/2022 3:00,6.877,JMNP
4001,5/9/2022 4:00,6.674,JMNP
4002,5/9/2022 5:00,6.471,JMNP
4003,5/9/2022 6:00,6.268,JMNP
4004,5/9/2022 7:00,6.166,JMNP
4005,5/9/2022 8:00,8.082,JMNP
4006,5/9/2022 9:00,11.041,JMNP
4007,5/9/2022 10:00,13.75,JMNP
4008,5/9/2022 11:00,15.569,JMNP
4009,5/9/2022 12:00,17.855,JMNP
4010,5/9/2022 13:00,18.901,JMNP
4011,5/9/2022 14:00,20.329,JMNP
4012,5/9/2022 15:00,20.996,JMNP
4013,5/9/2022 16:00,21.282,JMNP
4014,5/9/2022 17:00,20.901,JMNP
4015,5/9/2022 18:00,19.853,JMNP
4016,5/9/2022 19:00,18.045,JMNP
4017,5/9/2022 20:00,15.76,JMNP
4018,5/9/2022 21:00,11.916,JMNP
4019,5/9/2022 22:00,9.768,JMNP
4020,5/9/2022 23:00,8.282,JMNP
4021,5/10/2022 0:00,7.381,JMNP
4022,5/10/2022 1:00,6.978,JMNP
4023,5/10/2022 2:00,6.37,JMNP
4024,5/10/2022 3:00,5.757,JMNP
4025,5/10/2022 4:00,5.757,JMNP
4026,5/10/2022 5:00,5.962,JMNP
4027,5/10/2022 6:00,6.268,JMNP
4028,5/10/2022 7:00,7.28,JMNP
4029,5/10/2022 8:00,10.748,JMNP
4030,5/10/2022 9:00,14.038,JMNP
4031,5/10/2022 10:00,16.808,JMNP
4032,5/10/2022 11:00,18.616,JMNP
4033,5/10/2022 12:00,20.234,JMNP
4034,5/10/2022 13:00,22.429,JMNP
4035,5/10/2022 14:00,23.388,JMNP
4036,5/10/2022 15:00,24.158,JMNP
4037,5/10/2022 16:00,23.966,JMNP
4038,5/10/2022 17:00,23.677,JMNP
4039,5/10/2022 18:00,22.238,JMNP
4040,5/10/2022 19:00,21.091,JMNP
4041,5/10/2022 20:00,19.377,JMNP
4042,5/10/2022 21:00,17.475,JMNP
4043,5/10/2022 22:00,14.9,JMNP
4044,5/10/2022 23:00,12.787,JMNP
4045,5/11/2022 0:00,11.431,JMNP
4046,5/11/2022 1:00,11.041,JMNP
4047,5/11/2022 2:00,10.259,JMNP
4048,5/11/2022 3:00,9.866,JMNP
4049,5/11/2022 4:00,9.768,JMNP
4050,5/11/2022 5:00,9.866,JMNP
4051,5/11/2022 6:00,9.768,JMNP
4052,5/11/2022 7:00,9.373,JMNP
4053,5/11/2022 8:00,11.625,JMNP
4054,5/11/2022 9:00,14.613,JMNP
4055,5/11/2022 10:00,17.665,JMNP
4056,5/11/2022 11:00,20.043,JMNP
4057,5/11/2022 12:00,21.76,JMNP
4058,5/11/2022 13:00,23.484,JMNP
4059,5/11/2022 14:00,24.738,JMNP
4060,5/11/2022 15:00,24.738,JMNP
4061,5/11/2022 16:00,24.255,JMNP
4062,5/11/2022 17:00,24.255,JMNP
4063,5/11/2022 18:00,22.812,JMNP
4064,5/11/2022 19:00,21.76,JMNP
4065,5/11/2022 20:00,20.519,JMNP
4066,5/11/2022 21:00,19.377,JMNP
4067,5/11/2022 22:00,18.616,JMNP
4068,5/11/2022 23:00,18.236,JMNP
4069,5/12/2022 0:00,18.14,JMNP
4070,5/12/2022 1:00,17.665,JMNP
4071,5/12/2022 2:00,17.189,JMNP
4072,5/12/2022 3:00,16.903,JMNP
4073,5/12/2022 4:00,16.713,JMNP
4074,5/12/2022 5:00,15.855,JMNP
4075,5/12/2022 6:00,16.046,JMNP
4076,5/12/2022 7:00,16.046,JMNP
4077,5/12/2022 8:00,16.427,JMNP
4078,5/12/2022 9:00,17.475,JMNP
4079,5/12/2022 10:00,18.14,JMNP
4080,5/12/2022 11:00,18.806,JMNP
4081,5/12/2022 12:00,19.282,JMNP
4082,5/12/2022 13:00,19.092,JMNP
4083,5/12/2022 14:00,19.758,JMNP
4084,5/12/2022 15:00,20.043,JMNP
4085,5/12/2022 16:00,20.043,JMNP
4086,5/12/2022 17:00,20.805,JMNP
4087,5/12/2022 18:00,20.043,JMNP
4088,5/12/2022 19:00,19.282,JMNP
4089,5/12/2022 20:00,18.426,JMNP
4090,5/12/2022 21:00,18.236,JMNP
4091,5/12/2022 22:00,17.189,JMNP
4092,5/12/2022 23:00,16.999,JMNP
4093,5/13/2022 0:00,16.903,JMNP
4094,5/13/2022 1:00,16.999,JMNP
4095,5/13/2022 2:00,16.999,JMNP
4096,5/13/2022 3:00,16.999,JMNP
4097,5/13/2022 4:00,16.903,JMNP
4098,5/13/2022 5:00,16.903,JMNP
4099,5/13/2022 6:00,16.808,JMNP
4100,5/13/2022 7:00,16.808,JMNP
4101,5/13/2022 8:00,16.999,JMNP
4102,5/13/2022 9:00,17.284,JMNP
4103,5/13/2022 10:00,17.76,JMNP
4104,5/13/2022 11:00,18.806,JMNP
4105,5/13/2022 12:00,19.377,JMNP
4106,5/13/2022 13:00,19.567,JMNP
4107,5/13/2022 14:00,20.901,JMNP
4108,5/13/2022 15:00,21.187,JMNP
4109,5/13/2022 16:00,22.812,JMNP
4110,5/13/2022 17:00,22.333,JMNP
4111,5/13/2022 18:00,21.76,JMNP
4112,5/13/2022 19:00,20.996,JMNP
4113,5/13/2022 20:00,20.234,JMNP
4114,5/13/2022 21:00,18.996,JMNP
4115,5/13/2022 22:00,18.331,JMNP
4116,5/13/2022 23:00,17.665,JMNP
4117,5/14/2022 0:00,17.189,JMNP
4118,5/14/2022 1:00,16.808,JMNP
4119,5/14/2022 2:00,16.046,JMNP
4120,5/14/2022 3:00,15.855,JMNP
4121,5/14/2022 4:00,16.046,JMNP
4122,5/14/2022 5:00,16.237,JMNP
4123,5/14/2022 6:00,16.523,JMNP
4124,5/14/2022 7:00,16.808,JMNP
4125,5/14/2022 8:00,17.284,JMNP
4126,5/14/2022 9:00,18.901,JMNP
4127,5/14/2022 10:00,19.853,JMNP
4128,5/14/2022 11:00,20.424,JMNP
4129,5/14/2022 12:00,19.853,JMNP
4130,5/14/2022 13:00,20.519,JMNP
4131,5/14/2022 14:00,21.473,JMNP
4132,5/14/2022 15:00,22.046,JMNP
4133,5/14/2022 16:00,22.908,JMNP
4134,5/14/2022 17:00,21.282,JMNP
4135,5/14/2022 18:00,21.091,JMNP
4136,5/14/2022 19:00,20.805,JMNP
4137,5/14/2022 20:00,20.234,JMNP
4138,5/14/2022 21:00,19.758,JMNP
4139,5/14/2022 22:00,19.092,JMNP
4140,5/14/2022 23:00,18.331,JMNP
4141,5/15/2022 0:00,17.665,JMNP
4142,5/15/2022 1:00,16.999,JMNP
4143,5/15/2022 2:00,16.332,JMNP
4144,5/15/2022 3:00,15.951,JMNP
4145,5/15/2022 4:00,15.282,JMNP
4146,5/15/2022 5:00,14.804,JMNP
4147,5/15/2022 6:00,14.421,JMNP
4148,5/15/2022 7:00,14.421,JMNP
4149,5/15/2022 8:00,15.473,JMNP
4150,5/15/2022 9:00,17.665,JMNP
4151,5/15/2022 10:00,21.091,JMNP
