1,datetime,tempC,site
83,5/19/2022 23:00,22.333,DF
84,5/20/2022 0:00,18.806,DF
85,5/20/2022 1:00,19.092,DF
86,5/20/2022 2:00,18.711,DF
87,5/20/2022 3:00,18.426,DF
88,5/20/2022 4:00,17.95,DF
89,5/20/2022 5:00,17.665,DF
90,5/20/2022 6:00,17.379,DF
91,5/20/2022 7:00,17.379,DF
92,5/20/2022 8:00,18.331,DF
93,5/20/2022 9:00,21.187,DF
94,5/20/2022 10:00,23.388,DF
95,5/20/2022 11:00,25.513,DF
96,5/20/2022 12:00,28.357,DF
97,5/20/2022 13:00,29.452,DF
98,5/20/2022 14:00,30.356,DF
99,5/20/2022 15:00,31.37,DF
100,5/20/2022 16:00,31.37,DF
101,5/20/2022 17:00,30.255,DF
102,5/20/2022 18:00,30.054,DF
103,5/20/2022 19:00,28.456,DF
104,5/20/2022 20:00,25.028,DF
105,5/20/2022 21:00,23.004,DF
106,5/20/2022 22:00,22.046,DF
107,5/20/2022 23:00,21.951,DF
108,5/21/2022 0:00,21.282,DF
109,5/21/2022 1:00,20.71,DF
110,5/21/2022 2:00,20.329,DF
111,5/21/2022 3:00,20.519,DF
112,5/21/2022 4:00,20.234,DF
113,5/21/2022 5:00,19.948,DF
114,5/21/2022 6:00,19.472,DF
115,5/21/2022 7:00,19.662,DF
116,5/21/2022 8:00,21.951,DF
117,5/21/2022 9:00,24.158,DF
118,5/21/2022 10:00,26.488,DF
119,5/21/2022 11:00,28.258,DF
120,5/21/2022 12:00,29.152,DF
121,5/21/2022 13:00,30.356,DF
122,5/21/2022 14:00,30.558,DF
123,5/21/2022 15:00,29.752,DF
124,5/21/2022 16:00,28.456,DF
125,5/21/2022 17:00,28.159,DF
126,5/21/2022 18:00,25.708,DF
127,5/21/2022 19:00,21.855,DF
128,5/21/2022 20:00,21.473,DF
129,5/21/2022 21:00,20.901,DF
130,5/21/2022 22:00,19.948,DF
131,5/21/2022 23:00,19.853,DF
132,5/22/2022 0:00,19.377,DF
133,5/22/2022 1:00,18.996,DF
134,5/22/2022 2:00,18.806,DF
135,5/22/2022 3:00,18.711,DF
136,5/22/2022 4:00,19.092,DF
137,5/22/2022 5:00,20.043,DF
138,5/22/2022 6:00,20.519,DF
139,5/22/2022 7:00,20.615,DF
140,5/22/2022 8:00,21.187,DF
141,5/22/2022 9:00,21.569,DF
142,5/22/2022 10:00,22.908,DF
143,5/22/2022 11:00,25.805,DF
144,5/22/2022 12:00,27.37,DF
145,5/22/2022 13:00,28.953,DF
146,5/22/2022 14:00,29.552,DF
147,5/22/2022 15:00,30.862,DF
148,5/22/2022 16:00,30.356,DF
149,5/22/2022 17:00,28.357,DF
150,5/22/2022 18:00,26.488,DF
151,5/22/2022 19:00,25.902,DF
152,5/22/2022 20:00,24.351,DF
153,5/22/2022 21:00,24.062,DF
154,5/22/2022 22:00,21.76,DF
155,5/22/2022 23:00,20.996,DF
156,5/23/2022 0:00,20.901,DF
157,5/23/2022 1:00,20.519,DF
158,5/23/2022 2:00,20.043,DF
159,5/23/2022 3:00,20.138,DF
160,5/23/2022 4:00,20.71,DF
161,5/23/2022 5:00,19.567,DF
162,5/23/2022 6:00,19.377,DF
163,5/23/2022 7:00,19.187,DF
164,5/23/2022 8:00,21.473,DF
165,5/23/2022 9:00,23.292,DF
166,5/23/2022 10:00,24.448,DF
167,5/23/2022 11:00,25.319,DF
168,5/23/2022 12:00,26.683,DF
169,5/23/2022 13:00,25.319,DF
170,5/23/2022 14:00,27.075,DF
171,5/23/2022 15:00,25.222,DF
172,5/23/2022 16:00,21.282,DF
173,5/23/2022 17:00,20.71,DF
174,5/23/2022 18:00,21.091,DF
175,5/23/2022 19:00,20.805,DF
176,5/23/2022 20:00,20.424,DF
177,5/23/2022 21:00,20.043,DF
178,5/23/2022 22:00,19.662,DF
179,5/23/2022 23:00,19.377,DF
180,5/24/2022 0:00,19.187,DF
181,5/24/2022 1:00,19.187,DF
182,5/24/2022 2:00,19.187,DF
183,5/24/2022 3:00,19.187,DF
184,5/24/2022 4:00,19.282,DF
185,5/24/2022 5:00,19.567,DF
186,5/24/2022 6:00,19.662,DF
187,5/24/2022 7:00,19.758,DF
188,5/24/2022 8:00,20.234,DF
189,5/24/2022 9:00,20.519,DF
190,5/24/2022 10:00,21.091,DF
191,5/24/2022 11:00,21.378,DF
192,5/24/2022 12:00,21.76,DF
193,5/24/2022 13:00,19.948,DF
194,5/24/2022 14:00,18.616,DF
195,5/24/2022 15:00,19.758,DF
196,5/24/2022 16:00,18.331,DF
197,5/24/2022 17:00,17.57,DF
198,5/24/2022 18:00,17.094,DF
199,5/24/2022 19:00,16.808,DF
200,5/24/2022 20:00,16.808,DF
201,5/24/2022 21:00,16.808,DF
202,5/24/2022 22:00,16.808,DF
203,5/24/2022 23:00,16.618,DF
204,5/25/2022 0:00,16.237,DF
205,5/25/2022 1:00,16.046,DF
206,5/25/2022 2:00,15.855,DF
207,5/25/2022 3:00,15.569,DF
208,5/25/2022 4:00,15.569,DF
209,5/25/2022 5:00,15.473,DF
210,5/25/2022 6:00,14.996,DF
211,5/25/2022 7:00,14.804,DF
212,5/25/2022 8:00,14.996,DF
213,5/25/2022 9:00,15.091,DF
214,5/25/2022 10:00,15.378,DF
215,5/25/2022 11:00,15.855,DF
216,5/25/2022 12:00,17.284,DF
217,5/25/2022 13:00,17.475,DF
218,5/25/2022 14:00,18.711,DF
219,5/25/2022 15:00,18.711,DF
220,5/25/2022 16:00,18.996,DF
221,5/25/2022 17:00,18.711,DF
222,5/25/2022 18:00,18.616,DF
223,5/25/2022 19:00,18.236,DF
224,5/25/2022 20:00,17.855,DF
225,5/25/2022 21:00,17.665,DF
226,5/25/2022 22:00,17.57,DF
227,5/25/2022 23:00,17.379,DF
228,5/26/2022 0:00,17.284,DF
229,5/26/2022 1:00,17.094,DF
230,5/26/2022 2:00,16.808,DF
231,5/26/2022 3:00,16.618,DF
232,5/26/2022 4:00,16.332,DF
233,5/26/2022 5:00,16.237,DF
234,5/26/2022 6:00,16.141,DF
235,5/26/2022 7:00,16.141,DF
236,5/26/2022 8:00,16.713,DF
237,5/26/2022 9:00,16.903,DF
238,5/26/2022 10:00,17.475,DF
239,5/26/2022 11:00,18.426,DF
240,5/26/2022 12:00,19.187,DF
241,5/26/2022 13:00,21.282,DF
242,5/26/2022 14:00,23.581,DF
243,5/26/2022 15:00,24.545,DF
244,5/26/2022 16:00,25.513,DF
245,5/26/2022 17:00,24.255,DF
246,5/26/2022 18:00,24.835,DF
247,5/26/2022 19:00,23.773,DF
248,5/26/2022 20:00,22.238,DF
249,5/26/2022 21:00,20.71,DF
250,5/26/2022 22:00,20.329,DF
251,5/26/2022 23:00,20.329,DF
252,5/27/2022 0:00,20.329,DF
253,5/27/2022 1:00,20.234,DF
254,5/27/2022 2:00,19.758,DF
255,5/27/2022 3:00,20.234,DF
256,5/27/2022 4:00,20.615,DF
257,5/27/2022 5:00,20.901,DF
258,5/27/2022 6:00,20.996,DF
259,5/27/2022 7:00,21.187,DF
260,5/27/2022 8:00,21.473,DF
261,5/27/2022 9:00,21.473,DF
262,5/27/2022 10:00,19.092,DF
263,5/27/2022 11:00,19.853,DF
264,5/27/2022 12:00,21.187,DF
265,5/27/2022 13:00,21.76,DF
266,5/27/2022 14:00,22.525,DF
267,5/27/2022 15:00,23.196,DF
268,5/27/2022 16:00,22.908,DF
269,5/27/2022 17:00,22.142,DF
270,5/27/2022 18:00,22.717,DF
271,5/27/2022 19:00,21.378,DF
272,5/27/2022 20:00,21.187,DF
273,5/27/2022 21:00,20.615,DF
274,5/27/2022 22:00,19.948,DF
275,5/27/2022 23:00,19.472,DF
276,5/28/2022 0:00,19.472,DF
277,5/28/2022 1:00,19.092,DF
278,5/28/2022 2:00,17.855,DF
279,5/28/2022 3:00,17.855,DF
280,5/28/2022 4:00,17.189,DF
281,5/28/2022 5:00,16.618,DF
282,5/28/2022 6:00,16.046,DF
283,5/28/2022 7:00,16.046,DF
284,5/28/2022 8:00,17.094,DF
285,5/28/2022 9:00,18.236,DF
286,5/28/2022 10:00,19.758,DF
287,5/28/2022 11:00,21.664,DF
288,5/28/2022 12:00,23.1,DF
289,5/28/2022 13:00,24.448,DF
290,5/28/2022 14:00,24.062,DF
291,5/28/2022 15:00,24.545,DF
292,5/28/2022 16:00,23.677,DF
293,5/28/2022 17:00,24.448,DF
294,5/28/2022 18:00,23.966,DF
295,5/28/2022 19:00,22.621,DF
296,5/28/2022 20:00,20.424,DF
297,5/28/2022 21:00,18.996,DF
298,5/28/2022 22:00,18.045,DF
299,5/28/2022 23:00,17.475,DF
300,5/29/2022 0:00,16.999,DF
301,5/29/2022 1:00,16.523,DF
302,5/29/2022 2:00,15.951,DF
303,5/29/2022 3:00,15.664,DF
304,5/29/2022 4:00,15.091,DF
305,5/29/2022 5:00,14.804,DF
306,5/29/2022 6:00,14.613,DF
307,5/29/2022 7:00,14.9,DF
308,5/29/2022 8:00,17.094,DF
309,5/29/2022 9:00,20.805,DF
310,5/29/2022 10:00,23.196,DF
311,5/29/2022 11:00,24.835,DF
312,5/29/2022 12:00,26,DF
313,5/29/2022 13:00,27.468,DF
314,5/29/2022 14:00,28.159,DF
315,5/29/2022 15:00,28.853,DF
316,5/29/2022 16:00,26.879,DF
317,5/29/2022 17:00,27.764,DF
318,5/29/2022 18:00,27.173,DF
319,5/29/2022 19:00,25.61,DF
320,5/29/2022 20:00,22.333,DF
321,5/29/2022 21:00,20.71,DF
322,5/29/2022 22:00,19.472,DF
323,5/29/2022 23:00,18.901,DF
324,5/30/2022 0:00,18.426,DF
325,5/30/2022 1:00,18.14,DF
326,5/30/2022 2:00,17.95,DF
327,5/30/2022 3:00,17.475,DF
328,5/30/2022 4:00,17.189,DF
329,5/30/2022 5:00,16.903,DF
330,5/30/2022 6:00,16.523,DF
331,5/30/2022 7:00,16.808,DF
332,5/30/2022 8:00,18.806,DF
333,5/30/2022 9:00,22.238,DF
334,5/30/2022 10:00,25.028,DF
335,5/30/2022 11:00,26.977,DF
336,5/30/2022 12:00,27.862,DF
337,5/30/2022 13:00,29.152,DF
338,5/30/2022 14:00,29.953,DF
339,5/30/2022 15:00,30.558,DF
340,5/30/2022 16:00,30.356,DF
341,5/30/2022 17:00,29.652,DF
342,5/30/2022 18:00,29.053,DF
343,5/30/2022 19:00,27.075,DF
344,5/30/2022 20:00,24.062,DF
345,5/30/2022 21:00,22.238,DF
346,5/30/2022 22:00,20.996,DF
347,5/30/2022 23:00,20.329,DF
348,5/31/2022 0:00,19.758,DF
349,5/31/2022 1:00,19.472,DF
350,5/31/2022 2:00,18.901,DF
351,5/31/2022 3:00,18.331,DF
352,5/31/2022 4:00,17.855,DF
353,5/31/2022 5:00,17.475,DF
354,5/31/2022 6:00,17.094,DF
355,5/31/2022 7:00,17.379,DF
356,5/31/2022 8:00,19.377,DF
357,5/31/2022 9:00,22.717,DF
358,5/31/2022 10:00,26.488,DF
359,5/31/2022 11:00,28.456,DF
360,5/31/2022 12:00,29.652,DF
361,5/31/2022 13:00,30.659,DF
362,5/31/2022 14:00,31.268,DF
363,5/31/2022 15:00,31.676,DF
364,5/31/2022 16:00,31.778,DF
365,5/31/2022 17:00,30.558,DF
366,5/31/2022 18:00,30.154,DF
367,5/31/2022 19:00,28.456,DF
368,5/31/2022 20:00,25.513,DF
369,5/31/2022 21:00,23.388,DF
370,5/31/2022 22:00,22.142,DF
371,5/31/2022 23:00,21.187,DF
372,6/1/2022 0:00,20.519,DF
373,6/1/2022 1:00,20.043,DF
374,6/1/2022 2:00,19.472,DF
375,6/1/2022 3:00,18.996,DF
376,6/1/2022 4:00,18.521,DF
377,6/1/2022 5:00,18.045,DF
378,6/1/2022 6:00,17.665,DF
379,6/1/2022 7:00,17.855,DF
380,6/1/2022 8:00,19.948,DF
381,6/1/2022 9:00,22.812,DF
382,6/1/2022 10:00,26.977,DF
383,6/1/2022 11:00,28.06,DF
384,6/1/2022 12:00,29.452,DF
385,6/1/2022 13:00,30.963,DF
386,6/1/2022 14:00,31.778,DF
387,6/1/2022 15:00,32.188,DF
388,6/1/2022 16:00,31.983,DF
389,6/1/2022 17:00,31.064,DF
390,6/1/2022 18:00,29.752,DF
391,6/1/2022 19:00,28.655,DF
392,6/1/2022 20:00,26.195,DF
393,6/1/2022 21:00,24.351,DF
394,6/1/2022 22:00,23.484,DF
395,6/1/2022 23:00,22.908,DF
396,6/2/2022 0:00,22.238,DF
397,6/2/2022 1:00,21.664,DF
398,6/2/2022 2:00,21.378,DF
399,6/2/2022 3:00,21.091,DF
400,6/2/2022 4:00,20.615,DF
401,6/2/2022 5:00,20.329,DF
402,6/2/2022 6:00,20.329,DF
403,6/2/2022 7:00,20.901,DF
404,6/2/2022 8:00,22.429,DF
405,6/2/2022 9:00,25.125,DF
406,6/2/2022 10:00,27.468,DF
407,6/2/2022 11:00,28.655,DF
408,6/2/2022 12:00,30.356,DF
409,6/2/2022 13:00,31.064,DF
410,6/2/2022 14:00,31.676,DF
411,6/2/2022 15:00,32.394,DF
412,6/2/2022 16:00,31.88,DF
413,6/2/2022 17:00,29.552,DF
414,6/2/2022 18:00,28.456,DF
415,6/2/2022 19:00,27.764,DF
416,6/2/2022 20:00,25.61,DF
417,6/2/2022 21:00,25.902,DF
418,6/2/2022 22:00,24.062,DF
419,6/2/2022 23:00,23.677,DF
420,6/3/2022 0:00,22.812,DF
421,6/3/2022 1:00,22.142,DF
422,6/3/2022 2:00,20.615,DF
423,6/3/2022 3:00,19.948,DF
424,6/3/2022 4:00,19.567,DF
425,6/3/2022 5:00,19.377,DF
426,6/3/2022 6:00,20.043,DF
427,6/3/2022 7:00,20.519,DF
428,6/3/2022 8:00,22.621,DF
429,6/3/2022 9:00,23.677,DF
430,6/3/2022 10:00,23.869,DF
431,6/3/2022 11:00,24.738,DF
432,6/3/2022 12:00,25.319,DF
433,6/3/2022 13:00,25.902,DF
434,6/3/2022 14:00,25.708,DF
435,6/3/2022 15:00,27.272,DF
436,6/3/2022 16:00,26.977,DF
437,6/3/2022 17:00,26.097,DF
438,6/3/2022 18:00,24.835,DF
439,6/3/2022 19:00,23.677,DF
440,6/3/2022 20:00,23.004,DF
441,6/3/2022 21:00,21.378,DF
442,6/3/2022 22:00,20.424,DF
443,6/3/2022 23:00,18.996,DF
444,6/4/2022 0:00,18.236,DF
445,6/4/2022 1:00,18.045,DF
446,6/4/2022 2:00,17.855,DF
447,6/4/2022 3:00,17.284,DF
448,6/4/2022 4:00,16.618,DF
449,6/4/2022 5:00,16.237,DF
450,6/4/2022 6:00,16.332,DF
451,6/4/2022 7:00,17.094,DF
452,6/4/2022 8:00,18.236,DF
453,6/4/2022 9:00,20.424,DF
454,6/4/2022 10:00,22.908,DF
455,6/4/2022 11:00,25.028,DF
456,6/4/2022 12:00,25.61,DF
457,6/4/2022 13:00,25.902,DF
458,6/4/2022 14:00,26.879,DF
459,6/4/2022 15:00,27.665,DF
460,6/4/2022 16:00,27.567,DF
461,6/4/2022 17:00,26.195,DF
462,6/4/2022 18:00,25.513,DF
463,6/4/2022 19:00,24.448,DF
464,6/4/2022 20:00,21.282,DF
465,6/4/2022 21:00,19.092,DF
466,6/4/2022 22:00,17.855,DF
467,6/4/2022 23:00,16.903,DF
468,6/5/2022 0:00,16.141,DF
469,6/5/2022 1:00,15.473,DF
470,6/5/2022 2:00,14.804,DF
471,6/5/2022 3:00,14.23,DF
472,6/5/2022 4:00,13.846,DF
473,6/5/2022 5:00,13.269,DF
474,6/5/2022 6:00,12.883,DF
475,6/5/2022 7:00,13.269,DF
476,6/5/2022 8:00,15.664,DF
477,6/5/2022 9:00,19.472,DF
478,6/5/2022 10:00,22.142,DF
479,6/5/2022 11:00,24.738,DF
480,6/5/2022 12:00,25.902,DF
481,6/5/2022 13:00,27.173,DF
482,6/5/2022 14:00,27.37,DF
483,6/5/2022 15:00,27.764,DF
484,6/5/2022 16:00,27.764,DF
485,6/5/2022 17:00,26.097,DF
486,6/5/2022 18:00,25.805,DF
487,6/5/2022 19:00,23.869,DF
488,6/5/2022 20:00,21.091,DF
489,6/5/2022 21:00,19.472,DF
490,6/5/2022 22:00,18.236,DF
491,6/5/2022 23:00,17.284,DF
492,6/6/2022 0:00,16.523,DF
493,6/6/2022 1:00,15.664,DF
494,6/6/2022 2:00,14.996,DF
495,6/6/2022 3:00,14.613,DF
496,6/6/2022 4:00,14.038,DF
497,6/6/2022 5:00,13.654,DF
498,6/6/2022 6:00,13.269,DF
499,6/6/2022 7:00,13.654,DF
500,6/6/2022 8:00,16.141,DF
501,6/6/2022 9:00,19.282,DF
502,6/6/2022 10:00,21.569,DF
503,6/6/2022 11:00,23.581,DF
504,6/6/2022 12:00,25.028,DF
505,6/6/2022 13:00,26.683,DF
506,6/6/2022 14:00,27.37,DF
507,6/6/2022 15:00,26.488,DF
508,6/6/2022 16:00,27.468,DF
509,6/6/2022 17:00,27.173,DF
510,6/6/2022 18:00,26.683,DF
511,6/6/2022 19:00,25.125,DF
512,6/6/2022 20:00,22.142,DF
513,6/6/2022 21:00,19.853,DF
514,6/6/2022 22:00,18.426,DF
515,6/6/2022 23:00,17.475,DF
516,6/7/2022 0:00,16.713,DF
517,6/7/2022 1:00,16.237,DF
518,6/7/2022 2:00,15.76,DF
519,6/7/2022 3:00,15.378,DF
520,6/7/2022 4:00,15.091,DF
521,6/7/2022 5:00,14.709,DF
522,6/7/2022 6:00,14.613,DF
523,6/7/2022 7:00,15.473,DF
524,6/7/2022 8:00,16.808,DF
525,6/7/2022 9:00,20.519,DF
526,6/7/2022 10:00,22.812,DF
527,6/7/2022 11:00,24.448,DF
528,6/7/2022 12:00,26.292,DF
529,6/7/2022 13:00,26.879,DF
530,6/7/2022 14:00,26.879,DF
531,6/7/2022 15:00,28.357,DF
532,6/7/2022 16:00,27.567,DF
533,6/7/2022 17:00,26.488,DF
534,6/7/2022 18:00,26.097,DF
535,6/7/2022 19:00,25.61,DF
536,6/7/2022 20:00,25.125,DF
537,6/7/2022 21:00,22.525,DF
538,6/7/2022 22:00,22.333,DF
539,6/7/2022 23:00,21.76,DF
540,6/8/2022 0:00,21.664,DF
541,6/8/2022 1:00,21.091,DF
542,6/8/2022 2:00,20.901,DF
543,6/8/2022 3:00,20.234,DF
544,6/8/2022 4:00,19.662,DF
545,6/8/2022 5:00,19.282,DF
546,6/8/2022 6:00,18.901,DF
547,6/8/2022 7:00,18.996,DF
548,6/8/2022 8:00,21.091,DF
549,6/8/2022 9:00,23.677,DF
550,6/8/2022 10:00,24.158,DF
551,6/8/2022 11:00,26.39,DF
552,6/8/2022 12:00,27.862,DF
553,6/8/2022 13:00,29.652,DF
554,6/8/2022 14:00,28.555,DF
555,6/8/2022 15:00,30.054,DF
556,6/8/2022 16:00,29.053,DF
557,6/8/2022 17:00,27.764,DF
558,6/8/2022 18:00,27.075,DF
559,6/8/2022 19:00,22.621,DF
560,6/8/2022 20:00,22.046,DF
561,6/8/2022 21:00,21.76,DF
562,6/8/2022 22:00,21.473,DF
563,6/8/2022 23:00,21.091,DF
564,6/9/2022 0:00,20.901,DF
565,6/9/2022 1:00,21.187,DF
566,6/9/2022 2:00,21.378,DF
567,6/9/2022 3:00,21.091,DF
568,6/9/2022 4:00,20.901,DF
569,6/9/2022 5:00,20.424,DF
570,6/9/2022 6:00,20.043,DF
571,6/9/2022 7:00,20.329,DF
572,6/9/2022 8:00,21.378,DF
573,6/9/2022 9:00,22.717,DF
574,6/9/2022 10:00,24.255,DF
575,6/9/2022 11:00,25.708,DF
576,6/9/2022 12:00,27.665,DF
577,6/9/2022 13:00,28.754,DF
578,6/9/2022 14:00,29.652,DF
579,6/9/2022 15:00,30.356,DF
580,6/9/2022 16:00,30.659,DF
581,6/9/2022 17:00,30.457,DF
582,6/9/2022 18:00,29.652,DF
583,6/9/2022 19:00,28.06,DF
584,6/9/2022 20:00,26.488,DF
585,6/9/2022 21:00,23.869,DF
586,6/9/2022 22:00,22.525,DF
587,6/9/2022 23:00,19.853,DF
588,6/10/2022 0:00,18.045,DF
589,6/10/2022 1:00,17.189,DF
590,6/10/2022 2:00,17.284,DF
591,6/10/2022 3:00,16.999,DF
592,6/10/2022 4:00,17.284,DF
593,6/10/2022 5:00,16.141,DF
594,6/10/2022 6:00,15.378,DF
595,6/10/2022 7:00,16.618,DF
596,6/10/2022 8:00,18.901,DF
597,6/10/2022 9:00,20.71,DF
598,6/10/2022 10:00,22.046,DF
599,6/10/2022 11:00,23.004,DF
600,6/10/2022 12:00,23.677,DF
601,6/10/2022 13:00,24.835,DF
602,6/10/2022 14:00,26.097,DF
603,6/10/2022 15:00,26,DF
604,6/10/2022 16:00,26.977,DF
605,6/10/2022 17:00,26.39,DF
606,6/10/2022 18:00,25.902,DF
607,6/10/2022 19:00,23.773,DF
608,6/10/2022 20:00,21.473,DF
609,6/10/2022 21:00,19.472,DF
610,6/10/2022 22:00,18.236,DF
611,6/10/2022 23:00,17.665,DF
612,6/11/2022 0:00,17.189,DF
613,6/11/2022 1:00,17.284,DF
614,6/11/2022 2:00,16.618,DF
615,6/11/2022 3:00,16.046,DF
616,6/11/2022 4:00,15.951,DF
617,6/11/2022 5:00,15.378,DF
618,6/11/2022 6:00,14.996,DF
619,6/11/2022 7:00,15.282,DF
620,6/11/2022 8:00,17.665,DF
621,6/11/2022 9:00,21.473,DF
622,6/11/2022 10:00,23.581,DF
623,6/11/2022 11:00,24.931,DF
624,6/11/2022 12:00,26.097,DF
625,6/11/2022 13:00,25.805,DF
626,6/11/2022 14:00,26.585,DF
627,6/11/2022 15:00,27.764,DF
628,6/11/2022 16:00,27.468,DF
629,6/11/2022 17:00,27.961,DF
630,6/11/2022 18:00,27.468,DF
631,6/11/2022 19:00,26.097,DF
632,6/11/2022 20:00,24.158,DF
633,6/11/2022 21:00,22.812,DF
634,6/11/2022 22:00,22.525,DF
635,6/11/2022 23:00,22.238,DF
636,6/12/2022 0:00,21.664,DF
637,6/12/2022 1:00,20.329,DF
638,6/12/2022 2:00,19.567,DF
639,6/12/2022 3:00,19.092,DF
640,6/12/2022 4:00,18.996,DF
641,6/12/2022 5:00,19.187,DF
642,6/12/2022 6:00,19.567,DF
643,6/12/2022 7:00,20.234,DF
644,6/12/2022 8:00,21.378,DF
645,6/12/2022 9:00,23.1,DF
646,6/12/2022 10:00,24.931,DF
647,6/12/2022 11:00,26.683,DF
648,6/12/2022 12:00,28.258,DF
649,6/12/2022 13:00,27.862,DF
650,6/12/2022 14:00,29.252,DF
651,6/12/2022 15:00,29.252,DF
652,6/12/2022 16:00,28.258,DF
653,6/12/2022 17:00,27.862,DF
654,6/12/2022 18:00,26.977,DF
655,6/12/2022 19:00,27.272,DF
656,6/12/2022 20:00,25.708,DF
657,6/12/2022 21:00,24.062,DF
658,6/12/2022 22:00,23.677,DF
659,6/12/2022 23:00,23.581,DF
660,6/13/2022 0:00,22.621,DF
661,6/13/2022 1:00,22.142,DF
662,6/13/2022 2:00,21.664,DF
663,6/13/2022 3:00,21.282,DF
664,6/13/2022 4:00,20.901,DF
665,6/13/2022 5:00,20.519,DF
666,6/13/2022 6:00,20.424,DF
667,6/13/2022 7:00,20.901,DF
668,6/13/2022 8:00,22.908,DF
669,6/13/2022 9:00,25.805,DF
670,6/13/2022 10:00,27.764,DF
671,6/13/2022 11:00,30.154,DF
672,6/13/2022 12:00,31.37,DF
673,6/13/2022 13:00,32.086,DF
674,6/13/2022 14:00,32.291,DF
675,6/13/2022 15:00,31.574,DF
676,6/13/2022 16:00,32.497,DF
677,6/13/2022 17:00,31.676,DF
678,6/13/2022 18:00,31.983,DF
679,6/13/2022 19:00,31.064,DF
680,6/13/2022 20:00,28.953,DF
681,6/13/2022 21:00,26.879,DF
682,6/13/2022 22:00,25.805,DF
683,6/13/2022 23:00,24.931,DF
684,6/14/2022 0:00,24.351,DF
685,6/14/2022 1:00,23.966,DF
686,6/14/2022 2:00,23.773,DF
687,6/14/2022 3:00,23.581,DF
688,6/14/2022 4:00,23.966,DF
689,6/14/2022 5:00,23.581,DF
690,6/14/2022 6:00,25.513,DF
691,6/14/2022 7:00,24.448,DF
692,6/14/2022 8:00,24.641,DF
693,6/14/2022 9:00,25.708,DF
694,6/14/2022 10:00,26.39,DF
695,6/14/2022 11:00,25.416,DF
696,6/14/2022 12:00,28.258,DF
697,6/14/2022 13:00,31.676,DF
698,6/14/2022 14:00,31.676,DF
699,6/14/2022 15:00,30.457,DF
